veredicto,sector,partido,promesa,verbo,plazo,justificacion,obstaculos,condiciones_para_viabilidad,fuentes
Se puede ejecutar,infraestructura,PARTIDO_PATRIOTICO_DEL_PERU,"La movilidad urbana se desarrollará bajo criterios de eficiencia, conectividad e integración territorial, reduciendo progresivamente los tiempos de desplazamiento de la población, optimizando la gestión del tránsito y fortaleciendo los principales corredores metropolitanos mediante soluciones innovadoras orientadas a mejorar la calidad de vida de millones de ciudadanos.",desarrollará,Sin plazo definido,"La promesa se ubica dentro de las competencias propias de la MML como municipalidad provincial: la Ley 27972 le atribuye normar, regular y planificar el transporte terrestre a nivel provincial, regular el servicio público de transporte urbano, mantener señalización y semáforos, y regular el tránsito urbano de peatones y vehículos (art. 81, numerales 1.1, 1.2 y 1.3). El ROF de la MML (Ordenanza 2537) asigna a la Gerencia/área de movilidad funciones de planificar y regular el tránsito, así como evaluar y autorizar interferencias de vías y modificaciones de circulación, por lo que el contenido del compromiso puede ejecutarse con funciones ya vigentes. Además, la propia oferta no exige crear una obra puntual ni una nueva competencia; describe una orientación de gestión que puede implementarse hoy con regulación, fiscalización y ordenamiento del tránsito dentro del pliego 150101, sin requerir una ley nueva ni esperar el siguiente ejercicio fiscal.","La MML no controla por sí sola la infraestructura vial nacional ni la PNP, y el resultado final de reducción de tiempos depende de factores fuera de su control directo; además, el pliego 150101 tiene restricción presupuestal estructural y la inversión per cápita es la menor del país (S/ 7.42 en el Proyecto de Presupuesto 2025), lo que limita el alcance de soluciones de alto costo.","Si se pretendiera traducir la promesa en intervenciones de mayor escala, requeriría priorización interna del PIM/PIA del pliego 150101, uso de las funciones ya asignadas en el ROF y, para obras o servicios adicionales, programación en el presupuesto del siguiente ejercicio o convenios de coordinación interinstitucional; no obstante, para la formulación general del compromiso no es indispensable una ordenanza nueva.",Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.congreso.gob.pe/Docs/DGP/DIDP/files/descentralizacion/27972.pdf | Ordenanza N.° 2537-2023-MML - ROF de la MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Consulta Amigable MEF - Pliego 150101: https://apps5.mineco.gob.pe/transparencia/Navegador/default.aspx | Ordenanzas Metropolitanas - Portal IMP: https://portal.imp.gob.pe/Normas_Urbanisticas/metropolitano/ordenanzas-mml.html
Se puede ejecutar,infraestructura,Partido Aprista Peruano,Constituir el catastro metropolitano como infraestructura de datos de la ciudad,Constituir,Sin plazo definido,"La Ley 27972 atribuye a las municipalidades provinciales la función específica de elaborar y mantener el catastro urbano y rural, y en el caso metropolitano de Lima la competencia alcanza el catastro metropolitano; además, el ROF de la MML aprobado por Ordenanza 2537 y sus modificatorias organiza esa función dentro de su estructura institucional[1][2][3]. La promesa se limita a constituir el catastro como infraestructura de datos de la ciudad, lo que encaja con una acción de gestión y estandarización interna que la MML ya puede ejecutar sin requerir una ley nueva ni una transferencia externa, siempre que use sus áreas competentes y su presupuesto vigente del pliego 150101[1][2][3]. El riesgo principal no es competencial sino operativo y de inversión: el pliego 150101 de la MML es el de menor inversión per cápita del país, por lo que la implementación integral puede ser lenta, pero la formulación del compromiso sigue siendo ejecutable hoy dentro de sus atribuciones propias[3].","Limitación operativa y presupuestal del pliego 150101 para modernización, interoperabilidad y actualización masiva del catastro; no hay obstáculo de competencia municipal.",,Ley Orgánica de Municipalidades - Ley N.° 27972: http://www.sat.gob.pe/transparenciav2/Normas/descargar/LEY_27972_v3.pdf | Ordenanza N.° 2537 - ROF de la Municipalidad Metropolitana de Lima: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Municipalidad Metropolitana de Lima - Transparencia: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D
Se puede ejecutar,infraestructura,Partido Cívico Obras,"Fomentar el transporte público masivo, ordenado e intermodal y potenciar la infraestructura para la micromovilidad.",Fomentar,Sin plazo definido,"La promesa se ubica dentro de la competencia municipal metropolitana: la Ley 27972 atribuye a la MML la facultad de regular el funcionamiento del transporte público y la circulación/tránsito metropolitano, así como planificar, regular y gestionar el transporte público y la red vial metropolitana; el ROF de la MML (Ordenanza 2537) asigna a la Gerencia de Movilidad Urbana funciones para formular, ejecutar y supervisar la regulación de movilidad urbana y del uso de vías e infraestructuras para movilidad sostenible. Además, la MML ya cuenta con instrumentos y servicios vinculados al transporte y a la movilidad urbana, por lo que el verbo ""fomentar"" puede ejecutarse hoy mediante gestión y fiscalización dentro de sus competencias, sin requerir una nueva competencia legal. El principal límite no es jurídico sino de escala presupuestal: el pliego 150101 de la MML tiene la menor inversión per cápita del país (S/ 7.42 en el proyecto de presupuesto 2025), por lo que una expansión material de infraestructura para micromovilidad queda condicionada a la priorización del PIA/PIM o a programación presupuestal adicional.","Limitación presupuestal para ampliar infraestructura de micromovilidad a mayor escala; la MML no controla por sí sola todos los elementos del sistema de transporte masivo, porque la articulación operativa del transporte urbano en Lima involucra entidades distintas dentro del sistema metropolitano.","Si se busca pasar de promoción general a obras o expansión física relevante, requiere priorización en el PIA/PIM de la MML, eventualmente una ordenanza metropolitana que desarrolle estándares o infraestructura específica para micromovilidad, y/o programación en el siguiente ejercicio fiscal con respaldo presupuestal.",Ley 27972 - Ley Orgánica de Municipalidades: https://img.lpderecho.pe/wp-content/uploads/2020/07/Ley-27972-LP.pdf | ROF de la Municipalidad Metropolitana de Lima - Ordenanza 2537: https://cdn.www.gob.pe/uploads/document/file/7617250/6461952-2-exposicion-de-motivos(2).pdf?v=1739465787 | Consulta Amigable del MEF: https://apps5.mineco.gob.pe/transparencia/Navegador/default.aspx | Portal de Transparencia MML: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D
Se puede ejecutar,infraestructura,Partido Morado,Se remodelará la infraestructura física de espacios públicos.,remodelará,Sin plazo definido,"La remodelación de infraestructura física de espacios públicos encaja en las competencias municipales sobre vías y áreas públicas, bienes de dominio y uso público, y organización del espacio físico y uso del suelo previstas en la Ley 27972; además, el TC ha reconocido que las municipalidades tienen competencias sobre espacios públicos y potestad fiscalizadora sobre ellos. En la MML, el ROF aprobado por Ordenanza 2537 y modificatorias habilita funciones vinculadas con gestión urbana, ornato, parques y espacios públicos, por lo que la promesa puede ejecutarse con atribuciones ya existentes. No obstante, su alcance real depende del presupuesto disponible del pliego 150101, que en la data de referencia figura con inversión per cápita de S/ 7.42, el menor del país, lo que limita el volumen de intervenciones pero no impide acciones puntuales dentro del marco vigente.","Restricción presupuestal del pliego 150101 para ejecutar obras de mayor escala y posible necesidad de priorización dentro del PIM vigente; la promesa no identifica cartera, metas ni ubicación de los espacios públicos a intervenir.",,Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.mef.gob.pe/es/normatividad/por-instrumento/leyes/6839-ley-n-27972-2/file | Ordenanza N.° 2537 - ROF de la Municipalidad Metropolitana de Lima: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Consulta Amigable MEF - Pliego 150101: https://apps5.mineco.gob.pe/transparencia/Navegador/default.aspx | Tribunal Constitucional - Exp. 00014-2021-AI: https://tc.gob.pe/jurisprudencia/2024/00014-2021-AI.htm
Se puede ejecutar,infraestructura,Partido Popular Cristiano PPC,"Consolidar un Sistema Metropolitano Integrado de Movilidad Urbana bajo el liderazgo de la Municipalidad Metropolitana de Lima, garantizando una gestión técnica, eficiente y coordinada del transporte público, reduciendo la congestión vehicular y mejorando la calidad del servicio para los ciudadanos.",Consolidar,Sin plazo definido,"La promesa se ubica dentro de la competencia municipal provincial de Lima: el artículo 81 de la Ley 27972 atribuye a las municipalidades provinciales normar, regular, planificar y gestionar el transporte público, así como regular el transporte urbano y otorgar licencias o concesiones de rutas. El ROF de la MML, aprobado por la Ordenanza 2537 y modificatorias, asigna a la Gerencia de Movilidad Urbana funciones de planificar, regular y gestionar el tránsito urbano de peatones y vehículos motorizados y no motorizados. En el pliego 150101 de la MML, la inversión per cápita es S/ 7.42, el menor del país, pero la promesa puede ejecutarse con las funciones y estructuras ya existentes sin requerir una ordenanza nueva ni esperar el siguiente ejercicio fiscal.","El principal límite es operativo y presupuestal: la MML no controla por sí sola a operadores privados, rutas interprovinciales ni al resto del sistema vial metropolitano sin coordinación interinstitucional, pero ello no desplaza su competencia legal directa en movilidad urbana.",,Ley Orgánica de Municipalidades - Ley 27972: https://www2.congreso.gob.pe/sicr/cendocbib/con4_uibd.nsf/bcd316201ca9cdca05258100005dbe7a/$file/1_2.compendio-normativo-ot.pdf | Ordenanza N° 2537 - ROF de la Municipalidad Metropolitana de Lima: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Exposición de motivos vinculada al ROF MML: https://cdn.www.gob.pe/uploads/document/file/7661373/6492068-3-exposicion-de-motivos.pdf?v=1740009472
Se puede ejecutar,infraestructura,Partido del Buen Gobierno,Activaremos espacios públicos recuperados.,Activaremos,Sin plazo definido,"La promesa se ubica dentro de competencias municipales de la MML porque la Ley 27972 le atribuye la administración del sistema metropolitano de parques, parques zonales y bienes de uso público, además de funciones de ornato y servicios públicos locales; la ordenanza marco de organización de la MML (Ordenanza 2537) canaliza esas funciones en sus órganos competentes. En el presupuesto público, la MML sí tiene pliego propio 150101 y puede operar con su PIM vigente para habilitar uso, reapertura o activación de espacios recuperados sin requerir una nueva competencia legal. Si el espacio público ya fue recuperado y solo falta ponerlo en uso mediante actividades de gestión, programación o mantenimiento menor, la ejecución puede realizarse hoy con las estructuras existentes de la MML.","No se evidencia un obstáculo de competencia si los espacios son de administración metropolitana; el límite aparece si la promesa exige obra nueva, inversión adicional no prevista o intervención sobre bienes cuya titularidad o administración no corresponde a la MML.",,Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.mef.gob.pe/es/normatividad/por-instrumento/leyes/6839-ley-n-27972-2/file | Ley Orgánica de Municipalidades - Ley N.° 27972 (compendio): https://www.mef.gob.pe/contenidos/presu_publ/capacita/programacion_formulacion_presupuestal2012/Anexos/ley27972.pdf | Ordenanza N.° 2537-MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Portal de la MML / Transparencia: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D
Se puede ejecutar,infraestructura,Podemos Peru,"Fortaleceremos la Gerencia de Movilidad Urbana como órgano técnico especializado, recuperando su capacidad de planificación, gestión y operación mediante el uso de sistemas inteligentes de transporte, modelamiento de tránsito, monitoreo en tiempo real y herramientas avanzadas de análisis de datos.",Fortaleceremos,Sin plazo definido,"La promesa se encuadra en competencias municipales provinciales ya reconocidas por el artículo 81 de la Ley 27972: normar, regular y planificar el transporte urbano, así como organizar y mantener señalización, semáforos y el tránsito urbano. El ROF de la MML aprobado por Ordenanza 2537 y modificatorias contempla una Gerencia de Movilidad Urbana y funciones técnicas vinculadas a estudios, regulación y gestión del tránsito, por lo que fortalecerla como órgano técnico no exige crear una competencia nueva. Además, el pliego 150101 de la MML tiene presupuesto propio para funciones de transporte y gestión urbana; el punto propuesto apunta más a reorganización funcional y uso de herramientas de gestión ya compatibles con la entidad que a una obligación de gasto extraordinario o a una competencia ajena.",,,"Ley Orgánica de Municipalidades, Ley 27972: https://www.congreso.gob.pe/Docs/DGP/DIDP/files/descentralizacion/27972.pdf | Ordenanza N.° 2537 – ROF de la MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Ley 27972 consolidada: https://www.muniate.gob.pe/wp-content/uploads/2026/04/LEY-N%C2%B0-27972.pdf"
Se puede ejecutar,infraestructura,Progresemos,"Aprobar una ordenanza municipal de gestión integral de Residuos Sólidos, modernizando el recojo público y erradicando botaderos informales de basura.",Aprobar,Sin plazo definido,"La promesa se ubica dentro de competencias propias de la MML: la Ley 27972 asigna a las municipalidades provinciales la función de regular y controlar la disposición final de desechos sólidos en el ámbito provincial, y el régimen de gestión de residuos municipales les reconoce responsabilidad sobre residuos domiciliarios, comerciales y similares. La MML ya opera servicios y marcos de gestión en residuos sólidos, por lo que aprobar una ordenanza de gestión integral y ordenar mejoras en el recojo público puede ejecutarse con su potestad normativa y de gestión vigente. El principal límite no es competencial sino operativo: la erradicación de botaderos informales exige fiscalización, logística, ejecución presupuestal y articulación con distritos del Cercado y operadores de limpieza dentro del pliego 150101, sin que ello requiera crear una competencia nueva.","Restricción operativa y presupuestal del pliego 150101 para ampliar cobertura, maquinaria, fiscalización y disposición final; además, la eliminación de botaderos requiere coordinación con municipalidades distritales y capacidad de ejecución sostenida.",,Ley Orgánica de Municipalidades - Ley 27972: https://www.mef.gob.pe/contenidos/presu_publ/capacita/programacion_formulacion_presupuestal2012/Anexos/ley27972.pdf | Decreto Legislativo N.° 1278 / Ley de Gestión Integral de Residuos Sólidos: https://www.minam.gob.pe/wp-content/uploads/2017/04/Decreto-Legislativo-N%C2%B0-1278.pdf | Consulta referencial sobre gestión de residuos y obligaciones locales: https://tc.gob.pe/jurisprudencia/2022/03701-2018-AC.htm
Se puede ejecutar,infraestructura,Renovación Popular,"Construiré un by pass en la intersección de la Panamericana Sur con la avenida El Sol, en Villa El Salvador, eliminando los cruces semaforizados y garantizando un tránsito continuo.",Construiré,Sin plazo definido,"La promesa se ubica dentro de la competencia provincial de la MML: la Ley 27972 atribuye a las municipalidades provinciales normar, regular, organizar y mantener los sistemas de señalización y semáforos, así como regular el tránsito urbano de peatones y vehículos (art. 81, funciones específicas exclusivas). El ROF de la MML contempla la gestión metropolitana de transporte e infraestructura vial, por lo que un by pass en una vía urbana metropolitana es una intervención municipalmente habilitada. No se aprecia, con la información disponible, una prohibición legal ni una necesidad de nueva ordenanza para ejecutar una obra vial dentro de la red metropolitana; el límite sería presupuestal y de priorización del PIA/PIM del pliego 150101.","La ejecución depende de disponibilidad real de inversión en el pliego 150101 y de la cartera de proyectos vigente; además, la intervención requiere estudios, expediente técnico y eventual articulación con competencias de la vía si parte del tramo correspondiera a red nacional. No se verificó en esta respuesta una asignación específica suficiente para la obra dentro del presupuesto vigente.",,Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.mef.gob.pe/es/normatividad/por-temas/descentralizacion/6838-ley-n-27972-1/file | Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.mef.gob.pe/contenidos/presu_publ/capacita/programacion_formulacion_presupuestal2012/Anexos/ley27972.pdf | Ordenanza N.° 2537 - ROF MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Consulta Amigable del MEF - Pliego 150101: https://apps5.mineco.gob.pe/transparencia/Navegador/default.aspx
Se puede ejecutar,infraestructura,Somos Perú,"Plantea la implementación progresiva de un sistema integrado de gestión del tránsito en corredores metropolitanos prioritarios — Av. Javier Prado, Av. Arequipa, Av. Universitaria, Av. Abancay, Av. Túpac Amaru, Av. Próceres de la Independencia, Av. Pachacútec y Carretera Central — priorizando una primera fase de 426 intersecciones.",implementar,Corto y mediano plazo (2027 – 2031),"La promesa se ubica dentro de las competencias municipales de la MML: la Ley 27972 le atribuye planificar, regular y gestionar el tránsito urbano de peatones y vehículos, así como planificar, regular, organizar y mantener la red vial metropolitana y los sistemas de señalización y semáforos (art. 161, num. 7.2 y 7.3). El ROF de la MML aprobado por Ordenanza 2537 asigna funciones a la gestión metropolitana de transporte y tránsito, incluyendo la conducción de instrumentos vinculados al sector transporte en su jurisdicción. La existencia de un primer paquete de 426 intersecciones en corredores metropolitanos priorizados es una medida operativa que puede ejecutarse con las competencias y la estructura orgánica vigentes, sin requerir una ordenanza nueva ni una transferencia competencial, y es coherente con la función municipal de señalización y semaforización.","La limitación principal es de capacidad presupuestal y de ejecución técnica dentro del pliego 150101, no de competencia. La MML tiene un margen fiscal acotado y la inversión per cápita reportada para el pliego 150101 es de S/ 7.42, la menor del país, por lo que la implementación masiva de 426 intersecciones puede tensionar el PIM disponible si no se prioriza por fases.","Si se requiere ampliar cobertura o asegurar financiamiento, el mecanismo habilitador sería la programación multianual dentro del PIA/PIM del pliego 150101, con priorización por fases y, de ser necesario, ajustes presupuestales internos o para el siguiente ejercicio fiscal; no se requiere habilitación normativa adicional para iniciar la primera fase.",Ley Orgánica de Municipalidades - Ley N.° 27972: https://jurispol.pe/ley-organica-de-municipalidades-ley-27972/ | ROF de la Municipalidad Metropolitana de Lima - Ordenanza N.° 2537: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D | Ordenanza N.° 2537 - ROF de la MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Ley N.° 32513 - Ley de Presupuesto 2026: https://www.mef.gob.pe/ | Consulta Amigable MEF - Pliego 150101: https://apps5.mineco.gob.pe/ | Municipalidad Metropolitana de Lima - Portal institucional: https://www.munlima.gob.pe/
Se puede ejecutar,infraestructura,Visión Perú,"se habilitará un tablero público de obras y proyectos metropolitanos, donde la población pueda conocer el estado real de cada inversión, su presupuesto, avance físico, avance financiero, empresa contratista, supervisión, ampliaciones de plazo y eventuales controversias",se habilitará,Sin plazo definido,"La promesa se ubica dentro de las funciones municipales de ejecución, fiscalización y transparencia: el artículo 5 de la Ley 27972 reconoce que las municipalidades ejercen funciones promotoras, normativas, reguladoras, de ejecución y de fiscalización en sus materias, y el artículo 148 obliga a los gobiernos locales a contar con portales de transparencia en Internet o publicar la información por otro medio si no hubiera presupuesto. Además, el artículo 25 faculta al alcalde a supervisar los resultados económicos y financieros de las obras y servicios públicos municipales, lo que permite publicar estado de inversión, contratista, supervisión, ampliaciones y controversias de obras de la propia MML. El componente puede implementarse con el marco orgánico vigente de la MML y con el PIM del pliego 150101, sin requerir una ordenanza nueva ni esperar el siguiente ejercicio, porque el deber de transparencia ya existe y el tablero es un mecanismo de difusión y rendición de cuentas.","Debe asegurarse la interoperabilidad de datos entre áreas ejecutoras, logística, administración y obras para alimentar el tablero con información actualizada y consistente; si el portal actual no tiene capacidad técnica suficiente, la actualización requerirá adecuaciones operativas internas. No habilita obras fuera de competencia municipal ni crea nueva inversión pública, solo publica información de proyectos ya existentes.",,Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.munlima.gob.pe/images/descargas/normas-administrativas/Ley%2027972%20_%20Ley%20Org%C3%A1nica%20de%20Municipalidades.pdf | Ley Orgánica de Municipalidades - texto concordado: https://www.congreso.gob.pe/Docs/DGP/DIDP/files/descentralizacion/27972.pdf | Consulta/Marco presupuestal MEF - pliego 150101: https://apps5.mineco.gob.pe/
